codigo_renaes,emergencias_total
00002528,0.0
00002529,0.0
00002530,0.0
00002532,0.0
00002533,0.0
00002534,0.0
00002535,0.0
00002536,0.0
00002537,0.0
00002538,0.0
00002539,0.0
00002540,71.0
00002541,0.0
00002543,5.0
00002544,0.0
00002545,0.0
00002546,11.0
00002547,0.0
00002548,20.0
00002549,3.0
00002550,0.0
00002551,0.0
00002565,1276.0
00002566,1641.0
00002567,1995.0
00002568,1978.0
00002570,10269.0
00002571,1799.0
00002572,1785.0
00002573,963.0
00002574,1554.0
00002575,4071.0
00002576,1426.0
00002577,1464.0
00002578,999.0
00002579,1177.0
00002580,2041.0
00002581,2683.0
00002584,747.0
00002585,2048.0
00002587,3389.0
00002588,4457.0
00002589,1564.0
00002590,2941.0
00002591,901.0
00002592,5510.0
00002593,1704.0
00002625,8149.0
00002686,3581.0
00002687,3271.0
00002688,673.0
00002698,6183.0
00002793,615.0
00002818,4259.0
00002864,8373.0
00002883,5396.0
00002885,6355.0
00002888,9108.0
00002941,1043.0
00002964,4.0
00002965,23.0
00002966,0.0
00002967,0.0
00002968,0.0
00002969,0.0
00002970,0.0
00002971,0.0
00002972,0.0
00002973,0.0
00002974,5.0
00002975,0.0
00002976,0.0
00002977,40.0
00002978,0.0
00002979,0.0
00002980,0.0
00002981,61.0
00002982,0.0
00002983,0.0
00002984,0.0
00002985,6203.0
00002990,741.0
00003032,1209.0
00003068,608.0
00003085,2236.0
00003086,0.0
00003088,0.0
00003089,0.0
00003090,0.0
00003091,0.0
00003092,0.0
00003093,0.0
00003094,0.0
00003117,0.0
00003118,0.0
00003121,0.0
00003122,0.0
00003123,0.0
00003128,698.0
00003199,181.0
00003220,0.0
00003221,0.0
00003228,0.0
00003233,0.0
00003235,0.0
00003236,0.0
00003239,0.0
00003240,0.0
00003251,5684.0
00003252,0.0
00003253,0.0
00003254,0.0
00003255,0.0
00003265,0.0
00003269,0.0
00003274,0.0
00003275,0.0
00003276,0.0
00003277,0.0
00003278,0.0
00003279,0.0
00003280,0.0
00003286,0.0
00003287,0.0
00003288,0.0
00003289,0.0
00003290,0.0
00003291,0.0
00003292,0.0
00003293,0.0
00003294,0.0
00003296,0.0
00003299,6206.0
00003305,0.0
00003309,0.0
00003311,0.0
00003312,0.0
00003317,0.0
00003335,560.0
00003341,0.0
00003344,0.0
00003345,0.0
00003348,0.0
00003349,884.0
00003350,0.0
00003354,0.0
00003355,0.0
00003357,0.0
00003358,23132.0
00003359,15172.0
00003360,0.0
00003361,0.0
00003362,0.0
00003363,0.0
00003364,0.0
00003365,0.0
00003366,0.0
00003367,0.0
00003368,0.0
00003369,0.0
00003370,0.0
00003371,0.0
00003372,0.0
00003373,0.0
00003374,0.0
00003375,0.0
00003376,0.0
00003377,0.0
00003378,0.0
00003379,0.0
00003380,0.0
00003381,0.0
00003382,0.0
00003383,0.0
00003384,0.0
00003385,0.0
00003386,0.0
00003387,0.0
00003388,0.0
00003389,0.0
00003390,0.0
00003391,0.0
00003392,0.0
00003393,0.0
00003394,0.0
00003395,0.0
00003396,0.0
00003397,0.0
00003398,0.0
00003399,0.0
00003400,0.0
00003401,0.0
00003402,0.0
00003403,0.0
00003404,0.0
00003405,0.0
00003406,0.0
00003407,0.0
00003408,0.0
00003409,0.0
00003410,0.0
00003411,0.0
00003412,0.0
00003413,0.0
00003414,17340.0
00003443,7662.0
00003458,2822.0
00003459,0.0
00003464,0.0
00003472,15676.0
00003473,0.0
00003474,0.0
00003475,0.0
00003476,0.0
00003477,0.0
00003478,0.0
00003484,0.0
00003491,0.0
00003493,0.0
00003494,571.0
00003495,0.0
00003496,0.0
00003497,0.0
00003498,0.0
00003499,0.0
00003500,0.0
00003502,10.0
00003503,0.0
00003504,0.0
00003505,0.0
00003506,0.0
00003507,28.0
00003508,0.0
00003509,7.0
00003510,0.0
00003511,0.0
00003512,0.0
00003523,961.0
00003544,0.0
00003545,0.0
00003546,1.0
00003547,0.0
00003548,0.0
00003549,0.0
00003550,0.0
00003560,0.0
00003561,0.0
00003562,0.0
00003570,0.0
00003571,0.0
00003572,0.0
00003573,0.0
00003576,3925.0
00003584,0.0
00003585,0.0
00003586,0.0
00003587,0.0
00003588,0.0
00003589,0.0
00003590,0.0
00003591,0.0
00003592,0.0
00003593,0.0
00003598,1046.0
00003599,0.0
00003600,27.0
00003602,0.0
00003603,26.0
00003604,0.0
00003606,0.0
00003608,0.0
00003609,0.0
00003610,0.0
00003611,0.0
00003612,0.0
00003613,0.0
00003629,0.0
00003630,0.0
00003631,0.0
00003632,0.0
00003633,0.0
00003634,0.0
00003655,1485.0
00003701,496.0
00003719,0.0
